kwic_id;doc_id;doc_token_id;doc_file_name;token_count;hit_size;S1;S2;S3;L20;L19;L18;L17;L16;L15;L14;L13;L12;L11;L10;L9;L8;L7;L6;L5;L4;L3;L2;L1;R0;R1;R2;R3;R4;R5;R6;R7;R8;R9;R10;R11;R12;R13;R14;R15;R16;R17;R18;R19;Annotation;"Brief vor oder nach ""Brief""";
145;0;748543;random_sample_d_prose_clean_text.txt;1288335;1;2;1;1;mehr ;die ;nackten ;Brüste ;des ;schönen ;Weibes ;beschien, ;wurde ;ich ;sachlich ;und ;las. ;Dreimal ;stand ;dasselbe ;da ;geschrieben, ;in ;jedem ;Brief ;das ;"gleiche; ";nur ;war ;die ;Schrift ;dreimal ;verschieden ;verstellt. ;Der ;Schreiber ;sagte, ;daß ;dem ;Abbé ;eine ;Lebensgefahr ;drohe, ;und ;Zusammengefasst;;
194;0;1118418;random_sample_d_prose_clean_text.txt;1288335;1;2;1;1;zu ;haben ;sind. ;Ich ;bin ;sein ;einziges ;Kind. ;Gegenwärtig ;ist ;er ;auf ;einer ;"Geschäftsreise; ";aber ;heute ;früh ;bekam ;ich ;einen ;Brief, ;er ;hätte ;Schiffskarten ;nach ;Korfu, ;Athen, ;Konstantinopel, ;Alexandria, ;Kairo ;genommen, ;dann ;soll ;es ;über ;Sizilien, ;Neapel, ;Rom, ;Gardasee ;nach ;Zusammengefasst;;
110;0;597629;random_sample_d_prose_clean_text.txt;1288335;1;2;1;1;sei ;ein ;Lump! ;und ;ging. – ;Er ;erwartete ;sie ;vergeblich ;an ;diesem ;Tag, ;auch ;am ;nächsten. ;Eine ;Woche ;darauf ;kam ;ein ;Brief: ;er ;sei ;der ;einzige, ;den ;sie ;zu ;bitten ;wage. ;Sie ;habe ;ihre ;Stellung ;aufgegeben ;und ;möchte ;in ;ihre ;Heimat. ;Zusammengefasst;;
116;0;645391;random_sample_d_prose_clean_text.txt;1288335;1;2;2;1;Schwester, ;und ;Mama ;hatte ;nie ;Geschwister.« ;Frau ;v. ;Mansfeld ;überlegte ;eine ;Weile, ;dann ;sagte ;sie ;bedächtig: »;Ich ;habe ;eben ;einen ;Brief ;erhalten, ;der ;mir ;zuerst ;zu ;sehr ;unrechter ;Zeit ;zu ;kommen ;schien, ;der ;uns ;aber ;vielleicht ;einen ;passenden ;Ausweg ;aus ;Kontext;;
16;0;193005;random_sample_d_prose_clean_text.txt;1288335;1;2;2;1;in ;der ;Hand ;hält, ;dann ;beginnt ;sie ;stotternd ;und ;mit ;gebrochener ;Stimme: »;Vor ;drei ;Tagen ;habe ;ich ;einen ;sehr ;häßlichen ;Brief ;erhalten, ;der ;mit ;Ihrem ;Namen ;unterzeichnet ;"war; ";ich ;hielt ;ihn ;für ;eine ;Fälschung, ;die ;Schrift ;schien ;so ;fremd . . . ;wäre ;Kontext;;
193;0;1102000;random_sample_d_prose_clean_text.txt;1288335;1;2;1;1;würde ;ich ;mich ;geworfen ;haben, ;hingeritten ;wäre ;ich ;und ;hätte ;auf ;eigene ;Gefahr ;nach ;Folt ;depeschiert: »;Unvorhergesehene ;Hindernisse, ;Ankunft ;zweifelhaft, ;Brief ;folgt.« ;Aber ;damals, ;da ;war ;es ;so ;bei ;uns, ;daß ;der ;Postmeister ;von ;Türsdorf, ;wie ;ich ;zum ;erstenmal ;das ;Brief;Teil des Briefs;
212;0;1278871;random_sample_d_prose_clean_text.txt;1288335;1;2;1;1;ernähren ;sollte! ;Alle ;vier ;Tage ;eine ;Karte ;mit ;den ;lakonisch ;diktatorischen ;Worten: »;Wie ;geht ;es ;Papa? ;Bitte ;dringend ;um ;Bulletins! ;Brief ;folgt.« ;Punktum! ;Oft ;spart ;er ;sich ;sogar ;die ;Unterschrift, ;und ;wenn ;dann ;wirklich ;dieser ;Brief ;folgt, ;dann ;ist ;er ;Brief;Teil des Briefs;
122;0;678372;random_sample_d_prose_clean_text.txt;1288335;1;2;1;1;günstigen ;Bescheid ;Deiner ;Erna. ;Rose ;Grund ;an ;Erna ;v. ;Westheim. ;Lindenhorst, ;den 15.;August. ;Liebe ;süße ;Herzens-;Erna! ;Als ;ich ;Deinen ;Brief ;gelesen ;hatte, ;habe ;ich ;mich ;hingesetzt ;und ;geweint, ;wie ;noch ;kaum ;in ;meinem ;ganzen ;"Leben; ";es ;ging ;mir ;wie ;Brief;Teil des Briefs;
162;0;817339;random_sample_d_prose_clean_text.txt;1288335;1;2;1;1;ich ;anders ;handeln, ;als ;es ;mir ;die ;Liebe ;zu ;Dir ;vorschreibt.« »;O ;wie ;töricht«, ;rief ;mein ;Blut, ;als ;ich ;den ;Brief ;gelesen ;hatte. »;Die ;Welt ;ist ;eine ;Raubwelt, ;und ;man ;muß ;sich ;die ;Liebe ;in ;ihr ;rauben, ;und ;nicht ;die ;Kontext;;
57;0;374418;random_sample_d_prose_clean_text.txt;1288335;1;2;1;1;gut. ;Daß ;mich ;diese ;Hoffnung ;nicht ;täusche, ;ist ;der ;innige ;Wunsch ;Ihrer ;Crone.« ;Wohl ;eine ;Stunde ;lang, ;nachdem ;er ;diesen ;Brief ;gelesen, ;saß ;Helmbrecht ;regungslos ;an ;seinem ;Schreibtisch ;und ;suchte ;sich ;in ;dem ;Gewühl ;seiner ;dunklen, ;schmerzlichen ;Gefühle ;zurechtzufinden. ;Der ;Brief;davor;
37;0;245386;random_sample_d_prose_clean_text.txt;1288335;1;2;1;1;Decke ;stickend – ;da ;erlebte ;er ;eine ;Überraschung, ;von ;der ;er ;sich ;noch ;nicht ;ganz ;erholt ;hatte. ;Als ;die ;Senatorin ;den ;Brief ;gelesen, ;wobei ;auf ;ihrem ;breiten, ;flachen ;Gesicht ;keine ;Mienenveränderung ;erkennbar ;war, ;dachte ;sie ;eine ;Weile ;stumm ;nach. ;Dann ;fragte ;Kontext;;
201;0;1184347;random_sample_d_prose_clean_text.txt;1288335;1;2;1;1;das ;kurze ;Auflachen, ;mit ;welchem ;der ;junge ;Offizier ;die ;Hand ;auf ;die ;Schulter ;des ;Freundes ;legte ;und ;lebhafter ;fortfuhr: »;Der ;Brief ;ist ;selbstverständlich ;per ;expreß ;gekommen, ;und ;ich ;bitte ;sehr, ;mich ;für ;wenige ;Augenblicke ;zu ;entschuldigen, ;ich ;möchte ;die ;Gelegenheit ;Objekt;;
115;0;645290;random_sample_d_prose_clean_text.txt;1288335;1;2;1;1;die ;Blässe ;des ;jungen ;Mädchens ;bemerkte, ;teilnehmend ;hinzu: »;Ich ;hoffe, ;Sie ;haben ;keine ;schlechte ;Nachricht ;von ;Ihren ;Eltern ;erhalten?« »;Der ;Brief ;ist ;von ;meiner ;Tante – ;sie ;schreibt, ;daß ;ihre ;verheiratete ;Tochter ;ernstlich ;erkrankt ;sei, ;sie ;müsse ;augenblicklich ;zu ;ihr ;reisen – ;Zusammengefasst;;
71;0;524649;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;von ;Tränen ;durchnäßtes ;Blättchen ;an ;ihre ;hochgerötete ;Wange ;gedrückt. ;Am ;nächsten ;Morgen ;fragte ;Božena ;wohl: »;Was ;war ;das ;für ;ein ;Brief?« ;Aber ;sie ;bekam ;eine ;ausweichende ;Antwort, ;und ;begnügte ;sich ;damit. »;Wie ;mögen ;Sie ;die ;Rosa ;quälen?« ;sagte ;sie ;zu ;Objekt;;
81;0;532024;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Pause, ;in ;welcher ;er ;ruhig ;zu ;überlegen ;schien, ;sagte ;er: »;Gut.« ;Ein ;Jahr ;danach ;um ;dieselbe ;Zeit ;erschien ;wieder ;ein ;Brief ;Boženas ;und ;enthielt ;abermals ;einen ;Einschluß ;Rosas. ;Božena ;hatte ;sich ;dieses ;Mal ;sehr ;kurz ;"gefaßt; ";ihre ;Zeilen ;enthielten ;nur ;Zusammengefasst;;
2;0;64961;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;und ;fünfzig, ;die ;nachher ;doch ;auch ;zu ;einem ;ganz ;guten ;Ende ;gekommen ;sind! ;Wie ;das ;fernher ;klingt ;von ;dem ;offenen ;Brief ;Christians ;des ;Achten, ;von ;den ;Generalen ;Wrangel, ;Bonin ;und ;Willisen, ;von ;dem ;Waffenstillstand ;zu ;Malmö, ;dem ;Frieden ;von ;Berlin, ;Zusammengefasst;;
6;0;171771;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;wohne ;ja ;ziemlich ;gerade ;gegenüber, ;und ;ein ;Fischer ;wagte ;es ;und ;fuhr ;auf ;mein ;Ufer ;herüber ;und ;brachte ;mir ;den ;Brief. ;Da ;dacht' ;ich: ›;Es ;ist ;am ;besten, ;du ;siehst ;selbst ;nach!‹ ;und ;ließ ;anspannen! ;Na … ;und ;da ;bin ;ich ;Objekt;;
20;0;208258;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;können?« ;Und ;ganz ;rasch, ;sich ;jäh ;aus ;seiner ;tiefen ;Versunkenheit ;aufraffend, ;ging ;er ;in ;sein ;Schreibzimmer. ;Da ;lag ;ja ;ein ;Brief! ;Das ;hatte ;er ;keinen ;Augenblick ;vergessen – ;keinen, ;bei ;all ;den ;Gesprächen ;mit ;Georg ;Burmeester. ;Das ;Wissen ;von ;diesem ;Brief ;Objekt;;
171;0;852097;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;packte ;seinen ;Degenknauf, ;der ;ein ;bäuerliches ;Liebespaar ;in ;Umarmung ;darstellte. »;Er ;hat ;meinen ;Brief ;dem ;Herrn ;Hauptmann ;nicht ;übergeben?« »;Welchen ;Brief?« »;Den ;ich ;ihm ;vor ;sieben ;Tagen ;einhändigte?« ;Bracke ;besann ;sich. »;Der ;Herr ;Kurfürst ;möge ;verzeihen: ;ich ;hatte ;noch ;einige ;Objekt;;
62;0;402522;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;und ;machen ;Sie ;außen ;ein ;Zeichen ;auf ;den ;Umschlag. ;Ein ›;F‹ ;genügt. ;Das ›;F‹ ;heißt ›;Fräulein‹ ;und ;ich ;bekomme ;den ;Brief. ;Direkt ;an ;mich ;keine ;Zeile! ;Nur ;an ;Lisbeth ;Würzl.« ;Das ;betonte ;sie ;dreimal, ;und ;ich ;versprach, ;mir ;den ;Namen ;Kontext;;
217;0;1279318;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;volle ;Stunden ;lang ;vorenthalten ;hat! ;Du ;lieber ;Gott! ;schwer ;genug ;ist ;es ;mir ;wahrlich ;geworden! ;So, ;hier ;haben ;Sie ;den ;Brief! ;Erfreuen ;Sie ;sich ;noch ;einmal ;an ;seiner ;Lectüre ;und ;malen ;Sie ;es ;sich ;aus, ;welch ;eine ;Freude ;das ;sein ;Objekt;;
204;0;1258307;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;liebes ;Herz!« ;sagte ;sie, ;öffnete ;den ;Briefumschlag ;und ;entfaltete ;den ;Bogen. ;Es ;war ;ein ;für ;Tante ;Renatens ;Verhältnisse ;ungewöhnlich ;langer ;Brief. ;Gräfin ;Lattdorf ;las ;ihn ;aufmerksam ;durch, ;lächelte ;am ;Schluß ;fast ;schelmisch ;und ;reichte ;ihn ;Fräulein ;von ;Wetter ;über ;den ;Objekt;;
216;0;1279145;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;meuchlings ;beizubringen, ;nachdem ;ich ;vor ;kaum ;acht ;Tagen ;von ;seinem ;gastlichen ;Dache ;Abschied ;genommen ;habe! ;Motiv ;der ;That ;ist ;ein ;Brief ;Günthers, ;welcher ;mich ;soeben ;hier ;in ;der ;Residenz ;überrascht. ;Seine ;Ferien ;beginnen ;bereits ;in ;den ;nächsten ;Tagen, ;und ;er ;Zusammengefasst;;
89;0;537709;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Zeitung ;setzen ;lassen, ;lesen ;Sie ;mir ;ihn ;vor, ;ich ;ersuche ;Sie.« ;Schimmelreiter ;hatte ;von ;einem ;Aufrufe ;nichts ;gehört, ;denn ;der ;Brief ;Mansuets ;war ;ihm ;vorenthalten ;worden. ;Ratlos, ;was ;er ;tun ;oder ;sagen ;sollte, ;griff ;er ;dann ;nach ;einem ;Zeitungsblatte ;und ;Objekt;;
41;0;280421;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Herrn ;nicht ;zu ;bemerken. »;Von ;Frau ;Senator ;Landskron,« ;meldete ;er ;und ;reichte ;Therese ;das ;silberne ;Brettchen ;hin. ;Sie ;nahm ;den ;Brief. ;Mechanisch ;öffnete ;sie ;ihn. ;Empfand ;ihn ;nur ;als ;Störung, ;als ;Aufenthalt. ;Sah ;nur ;Buchstaben ;und ;begriff ;keinen ;Sinn. ;Und ;Kontext;;
28;0;223896;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;mit ;seiner ;Frau ;nicht ;besprach. ;So ;nahm ;sie ;auch ;mit ;der ;in ;solchen ;Fällen ;sogleich ;in ;ihr ;aufsteigenden ;Neugier ;den ;Brief. ;Mit ;Erstaunen ;las ;sie ;dann: »;Hochverehrter ;Herr ;Senator! ;Der ;ergebenst ;Unterzeichnete ;gibt ;sich ;die ;Ehre, ;Sie ;zu ;einer ;Besprechung ;Brief;danach;
92;0;541279;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;traumverloren, ;mit ;dem ;Gesichte ;einer ;Nachtwandlerin: »;Den ;Brief«, ;flüsterte ;sie, »;um ;ihn ;zu ;verbrennen. ;Aber – ;er ;ist ;schon ;verbrannt.« »;Welchen ;Brief, ;Mutter?« ;Nannette ;legte ;den ;Finger ;auf ;ihren ;Mund, ;sah ;ängstlich ;um ;sich ;und ;sprach: »;Schweigen! ;Schweigen!« ;Kurze ;Zeit ;darauf ;Objekt;;
103;0;572753;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Herr! ;Herr! ;Sie ;hätte ;getauscht! ;Nimm ;du ;es ;an ;und ;nimm ;damit ;die ;Sünde ;von ;mir!« 20;Als ;Professor ;Bauer ;den ;Brief ;Regulas ;erhielt, ;machte ;er ;alle ;Stadien ;eines ;mit ;dem ;Jawort ;der ;Geliebten ;überraschten ;Liebhabers ;durch. ;Vor ;allem ;traute ;er ;Kontext;;
100;0;572182;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;bestohlen ;worden. ;Das ;weiß ;ich, ;Fräulein, ;denn, ;gefoltert ;von ;Gewissensqualen, ;hat ;es ;mir ;Ihre ;Mutter ;in ;ihrer ;Todesstunde ;anvertraut. ;Der ;Brief …« »;Schweigen ;Sie!« ;schreit ;Regula, »;ich ;weiß ;"nichts; ";ich ;will ;nichts ;wissen ;von ;einem ;Briefe – ;ich ;kann';s ;beschwören: ;ich ;Objekt;;
102;0;572238;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;er ;ist ;unterschlagen ;worden ;und – ;verbrannt.« »;Ha!« ;Regula ;atmete ;auf, ;befreit ;von ;einer ;Zentnerlast. »;So ;gibt ;es ;auch ;keinen ;unterschlagenen ;Brief! … ;Wer ;kann ;beweisen, ;daß ;es ;einen ;gab? ;Wer ;wird ;es ;glauben?« ;Die ;Magd ;stand ;da, ;umflossen ;von ;einer ;wunderbaren, ;Objekt;;
56;0;374348;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Cattina ;geht ;mit ;mir. ;Wie ;viel ;ich ;ihrer ;Treue ;verdanke, ;kann ;ich ;nicht ;aussprechen. »;Ich ;erwarte ;keine ;Antwort ;auf ;diesen ;Brief. ;Wie ;teuer ;Ihnen ;der ;Entschlafene ;war, ;weiß ;ich. ;Er ;hat ;Ihre ;Liebe ;und ;Verehrung ;Ihnen ;reichlich ;vergolten. ;Jedes ;Wort ;Brief;Teil des Briefs;
35;0;245120;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Mann ;sah ;aus ;wie ;ein ;Kleinbürger, ;den ;zu ;einem ;Fest ;will. ;Er ;fragte: ;Herr ;Senator ;selbst? ;Jawohl. ;Und ;gab ;einen ;Brief ;ab ;von ;Senator ;Bording … ;Nicht ;gerade ;ahnungsvoll, ;aber ;doch ;in ;schnell ;aufwallender ;Neugier ;erbrach ;Landskron ;den ;Brief ;und ;las ;Objekt;;
137;0;743493;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;zu ;wissen. ;Da ;schiebt ;der ;Indianerboy ;einen ;Teller ;mit ;einem ;Brief ;zwischen ;mich ;und ;das ;Wasserglas. ;Ein ;Diener ;hatte ;den ;Brief ;abgegeben. ;Der ;Reitlehrer, ;der ;mich ;bei ;dem ;ersten ;Ausritt ;begleitet ;hatte, ;schrieb ;mir: »… ;Heute ;morgen ;kam ;jene ;Dame, ;von ;Brief;danach;
1;0;6866;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;daß ;Sie ;mit ;mir ;gesprochen ;und ;jene ;genugtuende ;Erklärung ;abgegeben ;haben, ;und ;zwar ;auf ;meinen ;Rat! ;Morgen ;früh ;wird ;der ;Brief ;abgehen, ;und ;die ;Sache ;wird ;damit ;zu ;aller ;Zufriedenheit ;abgetan ;sein, ;dafür ;kann ;ich ;Ihnen ;bürgen!« ;Jetzt ;war ;von ;Objekt;;
76;0;531261;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;so ;ergriffen ;und ;erschüttert, ;findet ;das ;leidenschaftliche ;Einstürmen ;auf ;den ;beleidigten ;Vater ;so ;unpassend, ;daß ;sie ;nicht ;daran ;denkt, ;den ;Brief ;abzugeben, ;ja – ;ihn ;verbrennt. 8;Der ;Groll ;Heißensteins ;gegen ;seine ;Tochter ;wurde ;durch ;die ;Zeit ;nicht ;vermindert, ;eher ;sogar ;erhöht. ;Objekt;;
108;0;591189;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Vorwurf ;der ;Unaufrichtigkeit, ;der ;Liebedienerei, ;des ;Schmarotzertums. ;Wenn ;ich ;nicht ;sehr ;irre, ;schmarotzest ;Du ;an ;mir ;auch ;noch ;mit ;diesem ;Brief ;als ;solchem.« ;Darauf ;antworte ;ich, ;daß ;zunächst ;dieser ;ganze ;Einwurf, ;der ;sich ;zum ;Teil ;auch ;gegen ;Dich ;kehren ;läßt, ;Objekt;;
39;0;268016;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;er ;den ;Weg ;nach ;seinem ;Geschäft ;nahm, ;ging ;er ;mit ;raschen ;und ;festen ;Schritten ;zur ;Post ;hinüber ;und ;gab ;den ;Brief ;auf. ;Er ;hatte ;oben ;auf ;den ;Umschlag ;geschrieben: ;Einliegend ;Probe ;ohne ;Wert – ;Er ;wollte ;keine ;Einschreibsendung ;machen, ;und ;diese ;Objekt;;
48;0;304382;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;gebracht.« ;Ein ;Schimmer ;von ;Farbe ;stieg ;in ;Hans ;Hagens ;bleiches ;Gesicht. ;Hastig ;streckte ;er ;die ;lange, ;schmale ;Hand ;nach ;dem ;Brief ;aus. ;Kopfschüttelnd ;entfernte ;sich ;der ;Aufseher. ;Nachdem ;die ;Thür ;sich ;hinter ;ihm ;geschlossen ;hatte, ;las ;Hans ;mit ;fiebernden ;Augen, ;Objekt;;
168;0;852012;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;nach ;Trebbin. ;Er ;sprang ;vom ;Pferde ;und ;fragte ;Eustachius ;von ;Schlieben, ;der ;ihm ;die ;Bügel ;hielt, ;wie ;Bracke ;ihm ;den ;Brief ;ausgerichtet ;und ;ob ;dem ;Befehl ;Genüge ;getan. ;Der ;Hauptmann ;erstaunte. »;Welcher ;Brief? ;und ;welcher ;Befehl?« ;Der ;Kurfürst ;schnaubte ;ärgerlich ;Objekt;;
153;0;776793;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;bis ;die ;Kerze ;abbrannte ;und ;ich ;mir ;erst ;bewußt ;wurde, ;daß ;Zeit, ;wirkliche ;Zeit ;vergangen ;war. ;Ich ;hatte ;in ;diesem ;Brief ;außer ;aller ;Zeit ;gelebt ;und ;wunderte ;mich ;jetzt, ;daß ;es ;möglich ;war, ;daß ;Liebe ;auch ;die ;Zeit ;zeitlos ;machen ;Kontext;;
133;0;736662;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;hochbeglückt ;bei ;ihrem ;Bräutigam ;und ;fuhr ;schleunigst ;nach ;dem ;Schloß ;Chapultepec, ;da ;mir ;einfiel, ;daß ;ich ;heute ;dort ;noch ;einen ;Brief ;beim ;Präsidenten ;abholen ;könnte. ;So ;ist ;Mexiko ;täglich, ;sagte ;ich ;mir ;auf ;der ;Heimfahrt. ;Es ;ist ;für ;den ;Europäer ;Objekt;;
202;0;1200225;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Stauffenberg ;aus ;Groß-;Stauffen ;zur ;Teilnahme ;an ;den ;Hoffesten ;der ;kommenden ;Saison ;angemeldet ;habe, ;und ;zwar – ;wie ;der ;sehr ;originelle ;Brief ;bemerkt – ;auf ;freundliche ;Einladung ;des ;Grafen ;Lehrbach ;hin!« – ;Ein ;fast ;boshafter ;Zug ;schlich ;sich ;bei ;diesen ;letzten ;Worten ;um ;Kontext;;
5;0;150955;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Na – ;dann ;ist';s ;gut. ;Also ;adieu, ;Fräulein ;Elis'!« ;Sie ;zögerte. »;Ich ;soll ;doch ;der ;Frau ;Gräfin ;Antwort ;auf ;den ;Brief ;bringen!« »;Antwort?« ;Er ;nahm ;an ;dem ;Schreibtisch ;Platz ;und ;schob ;sich ;seine ;Präparate ;herbei. »;Da ;ist ;eigentlich ;nicht ;viel ;Objekt;;
182;0;925422;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Uhr ;klingelte ;er. ;Der ;Diener ;brachte ;ihm ;das ;"Frühstück; ";auf ;der ;Untertasse ;lag ;die ;eingelaufene ;"Post; ";von ;ihr ;war ;kein ;Brief ;da. ;Aber ;er ;sagte ;sich ;gleich, ;daß ;sie ;nun ;um ;so ;sicherer ;selber ;am ;Nachmittag ;bei ;ihm ;sein ;werde, ;Objekt;;
192;0;1101792;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Dank ;dafür!« ;und ;nehme ;den ;Brief ;und ;lese ;ihn, ;und ;es ;ist ;ein ;solcher ;Schatz ;von ;einem ;unschuldigen ;liebreizenden ;kindlichen ;Brief, ;daß ;mir ;das ;Herz ;hüpft, ;der ;neuen ;Kusine ;entgegen. – »;Du ;hast ;ja ;heute ;reisen ;sollen«, ;sage ;"ich; ";und ;er: »;Kontext;;
187;0;1092968;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;klang ;in ;die ;Herdstube, ;während ;Eberwein ;beim ;Schein ;des ;Feuers ;die ;Botschaft ;seines ;herzoglichen ;Freundes ;las. ;Es ;war ;ein ;langer ;Brief – ;doch ;sein ;Inhalt ;nur ;ein ;einziges ;kurzes ;Wort. ;Eberweins ;Brauen ;furchten ;sich, ;und ;es ;zuckte ;bitter ;um ;seinen ;Mund. ;Zusammengefasst;;
152;0;776768;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Abend ;wurde.« ;So ;sprach ;ich ;feierlich ;laut ;zu ;mir ;und ;saß ;am ;Klavier ;bei ;der ;Kerze, ;und ;ich ;las ;den ;Brief ;drei, ;vier ;Stunden ;lang, ;bis ;die ;Kerze ;abbrannte ;und ;ich ;mir ;erst ;bewußt ;wurde, ;daß ;Zeit, ;wirkliche ;Zeit ;vergangen ;Kontext;;
63;0;453234;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;herunterfallen, ;wenn ;sie ;die ;Adhäsion ;nicht ;festhielte. ;Und ;so ;ist ;es ;sicherlich ;ganz ;dieselbe ;Naturkraft, ;die ;ein ;malerisches ;Kunstwerk, ;einen ;Brief, ;ein ;Buch ;fertigwerden ;läßt, ;wie ;die ;Herdmauern, ;die ;sich ;unser ;Robinson ;errichtete, ;um ;sich ;das ;Leben ;auf ;der ;Insel ;Metapher;;
129;0;711901;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Dorfende ;stieg ;sie ;einen ;Augenblick ;aus ;und ;warf ;ihren ;Brief ;in ;den ;Kasten. ;Es ;war, ;als ;habe ;sie ;mit ;diesem ;Brief ;eine ;Last ;von ;sich ;abgeworfen. ;Sie ;atmete ;auf ;und ;war ;gesprächig, ;wurde ;munter ;und ;aufmerksam ;für ;alle ;Dinge ;am ;Objekt;;
45;0;302716;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;dürfen ;sie ;Dich ;nicht ';mal ;in ;Untersuchungshaft ;nehmen, ;sagt ;Vater, ;was ;auch ;der ;Amtsvorsteher ;vorbringen ;mag.« ;Sie ;hielt ;ihm ;den ;Brief ;entgegen. »;Da ;nimm, ;sorg ;Du, ;daß ;er ;hinkommt, ;so ;schnell ;als ;möglich – ;ich – ;ich ;muß ;zu ;dem ;Felix ;zurück ;Objekt;;
78;0;531730;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;verzeiht, ;so ;drückt ;es ;ihr ;das ;Herz ;ab, ;und ;es ;nimmt ;wahrhaftig ;und ;Gott ;kein ;gutes ;End ;mit ;ihr.« ;Dieser ;Brief ;enthielt ;einen ;Einschluß ;von ;Rosas ;Hand, ;und ;in ;dem ;lag ;ein ;Zettelchen. ;Die ;junge ;Frau ;bat ;den ;lieben, ;getreuen ;Kontext;;
49;0;304562;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Lebe ;wohl ;und ;Dank ;für ;alles, ;und ;wenn ;Du ;kannst, ;vergiß, ;was ;ich ;über ;Dich ;gebracht ;habe. ;Anna ;Tiefs.« ;Der ;Brief ;entsank ;seinen ;Händen ;und ;fiel ;zwischen ;seinen ;Knien ;zu ;Boden, ;ohne ;daß ;er ;es ;gewahrte. ;Derselbe ;Gedanke, ;den ;er ;Brief;davor;
114;0;639191;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;auszudenken, ;um ;diesem ;Zustand ;ein ;Ende ;zu ;machen.« »;Wie ;lange ;ist ;es ;nun ;schon ;her, ;seit ;ihr ;deines ;Vaters ;letzten ;Brief ;erhieltet?« »;Schon ;fünf ;Wochen. ;Damals ;war ;er ;in ;Hamburg, ;aber ;er ;wußte ;selbst ;noch ;nicht, ;ob ;er ;nicht ;nach ;Objekt;;
91;0;541266;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;liebevoll, »;was ;ist ;Ihnen, ;was ;suchen ;Sie?« ;Nannette ;wandte ;sich ;ihr ;zu, ;wie ;traumverloren, ;mit ;dem ;Gesichte ;einer ;Nachtwandlerin: »;Den ;Brief«, ;flüsterte ;sie, »;um ;ihn ;zu ;verbrennen. ;Aber – ;er ;ist ;schon ;verbrannt.« »;Welchen ;Brief, ;Mutter?« ;Nannette ;legte ;den ;Finger ;auf ;Objekt;;
163;0;828864;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;er ;"hervorgewachsen; ";aus ;einer ;schließlich ;doch ;weltlichen ;Neigung. ;Und ;Alexina ;berief ;sich ;immer ;auf ;Gott! ;Da ;fand ;sich ;in ;einem ;Brief ;folgende ;Stelle: »;Du ;willst ;vor ;mir ;fliehen, ;Henriette, ;Du ;fürchtest ;meine ;Augen, ;wenn ;sie ;am ;Erlöschen, ;und ;den ;Ton ;Brief;danach;
